exercise_label,source_video,source_video_id,subject_id,rep,rep_uid,split_group,shift,start_frame,end_frame,sampled_frames,segmentation_confidence,review_status
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,2,PM_103-Camera17-30fps__rep_002,PM_103-Camera17-30fps__rep_002,0,189,304,"189,205,222,238,255,271,288,304",0.7785047705912091,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,2,PM_103-Camera17-30fps__rep_002,PM_103-Camera17-30fps__rep_002,1,190,305,"190,206,223,239,256,272,289,305",0.7785047705912091,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,2,PM_103-Camera17-30fps__rep_002,PM_103-Camera17-30fps__rep_002,2,191,306,"191,207,224,240,257,273,290,306",0.7785047705912091,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,2,PM_103-Camera17-30fps__rep_002,PM_103-Camera17-30fps__rep_002,3,192,307,"192,208,225,241,258,274,291,307",0.7785047705912091,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,2,PM_103-Camera17-30fps__rep_002,PM_103-Camera17-30fps__rep_002,4,193,308,"193,209,226,242,259,275,292,308",0.7785047705912091,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,2,PM_103-Camera17-30fps__rep_002,PM_103-Camera17-30fps__rep_002,5,194,309,"194,210,227,243,260,276,293,309",0.7785047705912091,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,3,PM_103-Camera17-30fps__rep_003,PM_103-Camera17-30fps__rep_003,-5,299,405,"299,314,329,344,360,375,390,405",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,3,PM_103-Camera17-30fps__rep_003,PM_103-Camera17-30fps__rep_003,-4,300,406,"300,315,330,345,361,376,391,406",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,3,PM_103-Camera17-30fps__rep_003,PM_103-Camera17-30fps__rep_003,-3,301,407,"301,316,331,346,362,377,392,407",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,3,PM_103-Camera17-30fps__rep_003,PM_103-Camera17-30fps__rep_003,-2,302,408,"302,317,332,347,363,378,393,408",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,3,PM_103-Camera17-30fps__rep_003,PM_103-Camera17-30fps__rep_003,-1,303,409,"303,318,333,348,364,379,394,409",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,3,PM_103-Camera17-30fps__rep_003,PM_103-Camera17-30fps__rep_003,0,304,410,"304,319,334,349,365,380,395,410",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,3,PM_103-Camera17-30fps__rep_003,PM_103-Camera17-30fps__rep_003,1,305,411,"305,320,335,350,366,381,396,411",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,3,PM_103-Camera17-30fps__rep_003,PM_103-Camera17-30fps__rep_003,2,306,412,"306,321,336,351,367,382,397,412",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,3,PM_103-Camera17-30fps__rep_003,PM_103-Camera17-30fps__rep_003,3,307,413,"307,322,337,352,368,383,398,413",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,3,PM_103-Camera17-30fps__rep_003,PM_103-Camera17-30fps__rep_003,4,308,414,"308,323,338,353,369,384,399,414",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,3,PM_103-Camera17-30fps__rep_003,PM_103-Camera17-30fps__rep_003,5,309,415,"309,324,339,354,370,385,400,415",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,4,PM_103-Camera17-30fps__rep_004,PM_103-Camera17-30fps__rep_004,-5,405,496,"405,418,431,444,457,470,483,496",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,4,PM_103-Camera17-30fps__rep_004,PM_103-Camera17-30fps__rep_004,-4,406,497,"406,419,432,445,458,471,484,497",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,4,PM_103-Camera17-30fps__rep_004,PM_103-Camera17-30fps__rep_004,-3,407,498,"407,420,433,446,459,472,485,498",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,4,PM_103-Camera17-30fps__rep_004,PM_103-Camera17-30fps__rep_004,-2,408,499,"408,421,434,447,460,473,486,499",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,4,PM_103-Camera17-30fps__rep_004,PM_103-Camera17-30fps__rep_004,-1,409,500,"409,422,435,448,461,474,487,500",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,4,PM_103-Camera17-30fps__rep_004,PM_103-Camera17-30fps__rep_004,0,410,501,"410,423,436,449,462,475,488,501",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,4,PM_103-Camera17-30fps__rep_004,PM_103-Camera17-30fps__rep_004,1,411,502,"411,424,437,450,463,476,489,502",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,4,PM_103-Camera17-30fps__rep_004,PM_103-Camera17-30fps__rep_004,2,412,503,"412,425,438,451,464,477,490,503",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,4,PM_103-Camera17-30fps__rep_004,PM_103-Camera17-30fps__rep_004,3,413,504,"413,426,439,452,465,478,491,504",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,4,PM_103-Camera17-30fps__rep_004,PM_103-Camera17-30fps__rep_004,4,414,505,"414,427,440,453,466,479,492,505",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,4,PM_103-Camera17-30fps__rep_004,PM_103-Camera17-30fps__rep_004,5,415,506,"415,428,441,454,467,480,493,506",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,6,PM_103-Camera17-30fps__rep_006,PM_103-Camera17-30fps__rep_006,-5,880,954,"880,891,901,912,922,933,943,954",0.8,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,6,PM_103-Camera17-30fps__rep_006,PM_103-Camera17-30fps__rep_006,-4,881,955,"881,892,902,913,923,934,944,955",0.8,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,6,PM_103-Camera17-30fps__rep_006,PM_103-Camera17-30fps__rep_006,-3,882,956,"882,893,903,914,924,935,945,956",0.8,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,6,PM_103-Camera17-30fps__rep_006,PM_103-Camera17-30fps__rep_006,-2,883,957,"883,894,904,915,925,936,946,957",0.8,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,6,PM_103-Camera17-30fps__rep_006,PM_103-Camera17-30fps__rep_006,-1,884,958,"884,895,905,916,926,937,947,958",0.8,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,6,PM_103-Camera17-30fps__rep_006,PM_103-Camera17-30fps__rep_006,0,885,959,"885,896,906,917,927,938,948,959",0.8,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,6,PM_103-Camera17-30fps__rep_006,PM_103-Camera17-30fps__rep_006,1,886,960,"886,897,907,918,928,939,949,960",0.8,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,6,PM_103-Camera17-30fps__rep_006,PM_103-Camera17-30fps__rep_006,2,887,961,"887,898,908,919,929,940,950,961",0.8,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,6,PM_103-Camera17-30fps__rep_006,PM_103-Camera17-30fps__rep_006,3,888,962,"888,899,909,920,930,941,951,962",0.8,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,6,PM_103-Camera17-30fps__rep_006,PM_103-Camera17-30fps__rep_006,4,889,963,"889,900,910,921,931,942,952,963",0.8,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,6,PM_103-Camera17-30fps__rep_006,PM_103-Camera17-30fps__rep_006,5,890,964,"890,901,911,922,932,943,953,964",0.8,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,10,PM_103-Camera17-30fps__rep_010,PM_103-Camera17-30fps__rep_010,-5,1367,1450,"1367,1379,1391,1403,1414,1426,1438,1450",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,10,PM_103-Camera17-30fps__rep_010,PM_103-Camera17-30fps__rep_010,-4,1368,1451,"1368,1380,1392,1404,1415,1427,1439,1451",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,10,PM_103-Camera17-30fps__rep_010,PM_103-Camera17-30fps__rep_010,-3,1369,1452,"1369,1381,1393,1405,1416,1428,1440,1452",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,10,PM_103-Camera17-30fps__rep_010,PM_103-Camera17-30fps__rep_010,-2,1370,1453,"1370,1382,1394,1406,1417,1429,1441,1453",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,10,PM_103-Camera17-30fps__rep_010,PM_103-Camera17-30fps__rep_010,-1,1371,1454,"1371,1383,1395,1407,1418,1430,1442,1454",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,10,PM_103-Camera17-30fps__rep_010,PM_103-Camera17-30fps__rep_010,0,1372,1455,"1372,1384,1396,1408,1419,1431,1443,1455",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,10,PM_103-Camera17-30fps__rep_010,PM_103-Camera17-30fps__rep_010,1,1373,1456,"1373,1385,1397,1409,1420,1432,1444,1456",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,10,PM_103-Camera17-30fps__rep_010,PM_103-Camera17-30fps__rep_010,2,1374,1457,"1374,1386,1398,1410,1421,1433,1445,1457",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,10,PM_103-Camera17-30fps__rep_010,PM_103-Camera17-30fps__rep_010,3,1375,1458,"1375,1387,1399,1411,1422,1434,1446,1458",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,10,PM_103-Camera17-30fps__rep_010,PM_103-Camera17-30fps__rep_010,4,1376,1459,"1376,1388,1400,1412,1423,1435,1447,1459",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,10,PM_103-Camera17-30fps__rep_010,PM_103-Camera17-30fps__rep_010,5,1377,1460,"1377,1389,1401,1413,1424,1436,1448,1460",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,11,PM_103-Camera17-30fps__rep_011,PM_103-Camera17-30fps__rep_011,-5,1450,1522,"1450,1460,1471,1481,1491,1501,1512,1522",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,11,PM_103-Camera17-30fps__rep_011,PM_103-Camera17-30fps__rep_011,-4,1451,1523,"1451,1461,1472,1482,1492,1502,1513,1523",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,11,PM_103-Camera17-30fps__rep_011,PM_103-Camera17-30fps__rep_011,-3,1452,1524,"1452,1462,1473,1483,1493,1503,1514,1524",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,11,PM_103-Camera17-30fps__rep_011,PM_103-Camera17-30fps__rep_011,-2,1453,1525,"1453,1463,1474,1484,1494,1504,1515,1525",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,11,PM_103-Camera17-30fps__rep_011,PM_103-Camera17-30fps__rep_011,-1,1454,1526,"1454,1464,1475,1485,1495,1505,1516,1526",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,11,PM_103-Camera17-30fps__rep_011,PM_103-Camera17-30fps__rep_011,0,1455,1527,"1455,1465,1476,1486,1496,1506,1517,1527",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,11,PM_103-Camera17-30fps__rep_011,PM_103-Camera17-30fps__rep_011,1,1456,1528,"1456,1466,1477,1487,1497,1507,1518,1528",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,11,PM_103-Camera17-30fps__rep_011,PM_103-Camera17-30fps__rep_011,2,1457,1529,"1457,1467,1478,1488,1498,1508,1519,1529",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,11,PM_103-Camera17-30fps__rep_011,PM_103-Camera17-30fps__rep_011,3,1458,1530,"1458,1468,1479,1489,1499,1509,1520,1530",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,11,PM_103-Camera17-30fps__rep_011,PM_103-Camera17-30fps__rep_011,4,1459,1531,"1459,1469,1480,1490,1500,1510,1521,1531",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,11,PM_103-Camera17-30fps__rep_011,PM_103-Camera17-30fps__rep_011,5,1460,1532,"1460,1470,1481,1491,1501,1511,1522,1532",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,12,PM_103-Camera17-30fps__rep_012,PM_103-Camera17-30fps__rep_012,-5,1522,1605,"1522,1534,1546,1558,1569,1581,1593,1605",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,12,PM_103-Camera17-30fps__rep_012,PM_103-Camera17-30fps__rep_012,-4,1523,1606,"1523,1535,1547,1559,1570,1582,1594,1606",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,12,PM_103-Camera17-30fps__rep_012,PM_103-Camera17-30fps__rep_012,-3,1524,1607,"1524,1536,1548,1560,1571,1583,1595,1607",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,12,PM_103-Camera17-30fps__rep_012,PM_103-Camera17-30fps__rep_012,-2,1525,1608,"1525,1537,1549,1561,1572,1584,1596,1608",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,12,PM_103-Camera17-30fps__rep_012,PM_103-Camera17-30fps__rep_012,-1,1526,1609,"1526,1538,1550,1562,1573,1585,1597,1609",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,12,PM_103-Camera17-30fps__rep_012,PM_103-Camera17-30fps__rep_012,0,1527,1610,"1527,1539,1551,1563,1574,1586,1598,1610",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,12,PM_103-Camera17-30fps__rep_012,PM_103-Camera17-30fps__rep_012,1,1528,1611,"1528,1540,1552,1564,1575,1587,1599,1611",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,12,PM_103-Camera17-30fps__rep_012,PM_103-Camera17-30fps__rep_012,2,1529,1612,"1529,1541,1553,1565,1576,1588,1600,1612",0.8214285714285714,accepted
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_esssss\PM_103-Camera17-30fps.mp4,PM_103-Camera17-30fps,PM_103,12,PM_103-Camera17-30fps__rep_012,PM_103-Camera17-30fps__rep_012,3,1530,1613,"1530,1542,1554,1566,1577,1589,1601,1613",0.8214285714285714,accepted
