exercise_label,source_video,source_video_id,subject_id,rep,rep_uid,split_group,shift,start_frame,end_frame,sampled_frames,segmentation_confidence,review_status,augmentation,rotation_degrees
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,0,2260,2452,"2260,2287,2315,2342,2370,2397,2425,2452",0.9642857142857144,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,0,2260,2452,"2260,2287,2315,2342,2370,2397,2425,2452",0.9642857142857144,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,1,2261,2453,"2261,2288,2316,2343,2371,2398,2426,2453",0.9642857142857144,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,1,2261,2453,"2261,2288,2316,2343,2371,2398,2426,2453",0.9642857142857144,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,1,2261,2453,"2261,2288,2316,2343,2371,2398,2426,2453",0.9642857142857144,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,2,2262,2454,"2262,2289,2317,2344,2372,2399,2427,2454",0.9642857142857144,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,2,2262,2454,"2262,2289,2317,2344,2372,2399,2427,2454",0.9642857142857144,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,2,2262,2454,"2262,2289,2317,2344,2372,2399,2427,2454",0.9642857142857144,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,3,2263,2455,"2263,2290,2318,2345,2373,2400,2428,2455",0.9642857142857144,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,3,2263,2455,"2263,2290,2318,2345,2373,2400,2428,2455",0.9642857142857144,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,3,2263,2455,"2263,2290,2318,2345,2373,2400,2428,2455",0.9642857142857144,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,4,2264,2456,"2264,2291,2319,2346,2374,2401,2429,2456",0.9642857142857144,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,4,2264,2456,"2264,2291,2319,2346,2374,2401,2429,2456",0.9642857142857144,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,4,2264,2456,"2264,2291,2319,2346,2374,2401,2429,2456",0.9642857142857144,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,5,2265,2457,"2265,2292,2320,2347,2375,2402,2430,2457",0.9642857142857144,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,5,2265,2457,"2265,2292,2320,2347,2375,2402,2430,2457",0.9642857142857144,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,1,PM_111-Camera17-30fps__rep_001,PM_111-Camera17-30fps__rep_001,5,2265,2457,"2265,2292,2320,2347,2375,2402,2430,2457",0.9642857142857144,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-5,2447,2579,"2447,2466,2485,2504,2522,2541,2560,2579",0.8371183232098102,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-5,2447,2579,"2447,2466,2485,2504,2522,2541,2560,2579",0.8371183232098102,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-5,2447,2579,"2447,2466,2485,2504,2522,2541,2560,2579",0.8371183232098102,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-4,2448,2580,"2448,2467,2486,2505,2523,2542,2561,2580",0.8371183232098102,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-4,2448,2580,"2448,2467,2486,2505,2523,2542,2561,2580",0.8371183232098102,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-4,2448,2580,"2448,2467,2486,2505,2523,2542,2561,2580",0.8371183232098102,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-3,2449,2581,"2449,2468,2487,2506,2524,2543,2562,2581",0.8371183232098102,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-3,2449,2581,"2449,2468,2487,2506,2524,2543,2562,2581",0.8371183232098102,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-3,2449,2581,"2449,2468,2487,2506,2524,2543,2562,2581",0.8371183232098102,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-2,2450,2582,"2450,2469,2488,2507,2525,2544,2563,2582",0.8371183232098102,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-2,2450,2582,"2450,2469,2488,2507,2525,2544,2563,2582",0.8371183232098102,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-2,2450,2582,"2450,2469,2488,2507,2525,2544,2563,2582",0.8371183232098102,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-1,2451,2583,"2451,2470,2489,2508,2526,2545,2564,2583",0.8371183232098102,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-1,2451,2583,"2451,2470,2489,2508,2526,2545,2564,2583",0.8371183232098102,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,-1,2451,2583,"2451,2470,2489,2508,2526,2545,2564,2583",0.8371183232098102,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,0,2452,2584,"2452,2471,2490,2509,2527,2546,2565,2584",0.8371183232098102,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,0,2452,2584,"2452,2471,2490,2509,2527,2546,2565,2584",0.8371183232098102,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,0,2452,2584,"2452,2471,2490,2509,2527,2546,2565,2584",0.8371183232098102,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,1,2453,2585,"2453,2472,2491,2510,2528,2547,2566,2585",0.8371183232098102,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,1,2453,2585,"2453,2472,2491,2510,2528,2547,2566,2585",0.8371183232098102,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,1,2453,2585,"2453,2472,2491,2510,2528,2547,2566,2585",0.8371183232098102,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,2,2454,2586,"2454,2473,2492,2511,2529,2548,2567,2586",0.8371183232098102,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,2,2454,2586,"2454,2473,2492,2511,2529,2548,2567,2586",0.8371183232098102,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,2,2454,2586,"2454,2473,2492,2511,2529,2548,2567,2586",0.8371183232098102,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,3,2455,2587,"2455,2474,2493,2512,2530,2549,2568,2587",0.8371183232098102,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,3,2455,2587,"2455,2474,2493,2512,2530,2549,2568,2587",0.8371183232098102,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,3,2455,2587,"2455,2474,2493,2512,2530,2549,2568,2587",0.8371183232098102,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,4,2456,2588,"2456,2475,2494,2513,2531,2550,2569,2588",0.8371183232098102,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,4,2456,2588,"2456,2475,2494,2513,2531,2550,2569,2588",0.8371183232098102,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,4,2456,2588,"2456,2475,2494,2513,2531,2550,2569,2588",0.8371183232098102,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,5,2457,2589,"2457,2476,2495,2514,2532,2551,2570,2589",0.8371183232098102,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,5,2457,2589,"2457,2476,2495,2514,2532,2551,2570,2589",0.8371183232098102,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,2,PM_111-Camera17-30fps__rep_002,PM_111-Camera17-30fps__rep_002,5,2457,2589,"2457,2476,2495,2514,2532,2551,2570,2589",0.8371183232098102,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,3,PM_111-Camera17-30fps__rep_003,PM_111-Camera17-30fps__rep_003,-5,2590,2706,"2590,2607,2623,2640,2656,2673,2689,2706",0.7857142857142857,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,3,PM_111-Camera17-30fps__rep_003,PM_111-Camera17-30fps__rep_003,-5,2590,2706,"2590,2607,2623,2640,2656,2673,2689,2706",0.7857142857142857,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,3,PM_111-Camera17-30fps__rep_003,PM_111-Camera17-30fps__rep_003,-5,2590,2706,"2590,2607,2623,2640,2656,2673,2689,2706",0.7857142857142857,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,3,PM_111-Camera17-30fps__rep_003,PM_111-Camera17-30fps__rep_003,-4,2591,2707,"2591,2608,2624,2641,2657,2674,2690,2707",0.7857142857142857,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,3,PM_111-Camera17-30fps__rep_003,PM_111-Camera17-30fps__rep_003,-4,2591,2707,"2591,2608,2624,2641,2657,2674,2690,2707",0.7857142857142857,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,3,PM_111-Camera17-30fps__rep_003,PM_111-Camera17-30fps__rep_003,-4,2591,2707,"2591,2608,2624,2641,2657,2674,2690,2707",0.7857142857142857,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,3,PM_111-Camera17-30fps__rep_003,PM_111-Camera17-30fps__rep_003,-3,2592,2708,"2592,2609,2625,2642,2658,2675,2691,2708",0.7857142857142857,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,3,PM_111-Camera17-30fps__rep_003,PM_111-Camera17-30fps__rep_003,-3,2592,2708,"2592,2609,2625,2642,2658,2675,2691,2708",0.7857142857142857,accepted,rotation,-10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,3,PM_111-Camera17-30fps__rep_003,PM_111-Camera17-30fps__rep_003,-3,2592,2708,"2592,2609,2625,2642,2658,2675,2691,2708",0.7857142857142857,accepted,rotation,10.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,3,PM_111-Camera17-30fps__rep_003,PM_111-Camera17-30fps__rep_003,-2,2593,2709,"2593,2610,2626,2643,2659,2676,2692,2709",0.7857142857142857,accepted,original,0.0
1,C:\Users\Utente\Desktop\AriuFitness-copia-A\uploads\videos\ex_alzata_gamba\PM_111-Camera17-30fps.mp4,PM_111-Camera17-30fps,PM_111,3,PM_111-Camera17-30fps__rep_003,PM_111-Camera17-30fps__rep_003,-2,2593,2709,"2593,2610,2626,2643,2659,2676,2692,2709",0.7857142857142857,accepted,rotation,-10.0
